Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateUser_DeleteUser,Chrome 68.0.3440.106,,2018-08-14 12:23:56,2018-08-14 12:24:18,"22,745s",PASSED
,,,,,,
Test Cases/LoginAccountCompany,Chrome 68.0.3440.106,,2018-08-14 12:23:56,2018-08-14 12:24:05,"8,774s",PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-14 12:23:57,2018-08-14 12:24:01,"4,298s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-14 12:24:01,2018-08-14 12:24:03,"2,060s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-14 12:24:03,2018-08-14 12:24:04,"0,755s",PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-14 12:24:04,2018-08-14 12:24:05,"0,881s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:24:05,2018-08-14 12:24:05,"0,246s",PASSED
,,,,,,
Test Cases/CreateUser,Chrome 68.0.3440.106,,2018-08-14 12:24:05,2018-08-14 12:24:18,"12,752s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:24:05,2018-08-14 12:24:15,"9,780s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:24:15,2018-08-14 12:24:16,"0,515s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:24:16,2018-08-14 12:24:16,"0,526s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-14 12:24:16,2018-08-14 12:24:17,"0,820s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-14 12:24:17,2018-08-14 12:24:18,"0,611s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:24:18,2018-08-14 12:24:18,"0,176s",PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-08-14 12:24:18,2018-08-14 12:24:18,"0,056s",PASSED
