Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateUser_DeleteUser,Chrome 68.0.3440.106,,2018-08-14 12:44:48,2018-08-14 12:45:10,"21,823s",FAILED
,,,,,,
Test Cases/LoginAccountCompany,Chrome 68.0.3440.106,,2018-08-14 12:44:49,2018-08-14 12:44:58,"9,023s",PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-14 12:44:49,2018-08-14 12:44:54,"4,623s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-14 12:44:54,2018-08-14 12:44:56,"2,234s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-14 12:44:56,2018-08-14 12:44:57,"0,735s",PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-14 12:44:57,2018-08-14 12:44:58,"0,628s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:44:58,2018-08-14 12:44:58,"0,230s",PASSED
,,,,,,
Test Cases/CreateUser,Chrome 68.0.3440.106,,2018-08-14 12:44:58,2018-08-14 12:45:08,"9,786s",FAILED
click,Chrome 68.0.3440.106,,2018-08-14 12:44:58,2018-08-14 12:45:04,"5,943s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:45:04,2018-08-14 12:45:05,"0,781s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:45:05,2018-08-14 12:45:05,"0,306s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-14 12:45:05,2018-08-14 12:45:06,"0,932s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-14 12:45:06,2018-08-14 12:45:07,"0,684s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:45:07,2018-08-14 12:45:07,"0,176s",PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-08-14 12:45:07,2018-08-14 12:45:07,"0,061s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:45:07,2018-08-14 12:45:08,"0,617s",FAILED
,,,,,,
Test Cases/DeleteUser,Chrome 68.0.3440.106,,2018-08-14 12:45:08,2018-08-14 12:45:09,"1,670s",FAILED
click,Chrome 68.0.3440.106,,2018-08-14 12:45:08,2018-08-14 12:45:09,"1,447s",FAILED
