Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateUser_DeleteUser,Chrome 68.0.3440.106,,2018-08-14 12:22:59,2018-08-14 12:23:19,"19,855s",FAILED
,,,,,,
Test Cases/LoginAccountCompany,Chrome 68.0.3440.106,,2018-08-14 12:23:00,2018-08-14 12:23:09,"9,058s",PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-14 12:23:00,2018-08-14 12:23:04,"3,859s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-14 12:23:04,2018-08-14 12:23:07,"2,759s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-14 12:23:07,2018-08-14 12:23:07,"0,696s",PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-14 12:23:07,2018-08-14 12:23:08,"0,997s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:23:08,2018-08-14 12:23:09,"0,265s",PASSED
,,,,,,
Test Cases/CreateUser,Chrome 68.0.3440.106,,2018-08-14 12:23:09,2018-08-14 12:23:18,"9,535s",FAILED
click,Chrome 68.0.3440.106,,2018-08-14 12:23:09,2018-08-14 12:23:15,"6,228s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:23:15,2018-08-14 12:23:16,"0,472s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:23:16,2018-08-14 12:23:16,"0,173s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-14 12:23:16,2018-08-14 12:23:17,"1,061s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-14 12:23:17,2018-08-14 12:23:18,"0,729s",PASSED
click,Chrome 68.0.3440.106,,2018-08-14 12:23:18,2018-08-14 12:23:18,"0,188s",PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-08-14 12:23:18,2018-08-14 12:23:18,"0,406s",FAILED
