Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Create_Delete_Account,Chrome 68.0.3440.106,,2018-08-13 11:11:58,2018-08-13 11:12:22,"24,484s",PASSED
,,,,,,
Test Cases/CreateAccountCompany,Chrome 68.0.3440.106,,2018-08-13 11:11:59,2018-08-13 11:12:20,"21,667s",PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-13 11:11:59,2018-08-13 11:12:03,"3,778s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-13 11:12:03,2018-08-13 11:12:05,"2,092s",PASSED
click,Chrome 68.0.3440.106,,2018-08-13 11:12:05,2018-08-13 11:12:07,"2,669s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-13 11:12:07,2018-08-13 11:12:09,"1,528s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-13 11:12:09,2018-08-13 11:12:09,"0,432s",PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-13 11:12:09,2018-08-13 11:12:10,"0,740s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-13 11:12:10,2018-08-13 11:12:11,"0,441s",PASSED
click,Chrome 68.0.3440.106,,2018-08-13 11:12:11,2018-08-13 11:12:11,"0,325s",PASSED
click,Chrome 68.0.3440.106,,2018-08-13 11:12:11,2018-08-13 11:12:12,"0,748s",PASSED
click,Chrome 68.0.3440.106,,2018-08-13 11:12:12,2018-08-13 11:12:15,"3,521s",PASSED
click,Chrome 68.0.3440.106,,2018-08-13 11:12:15,2018-08-13 11:12:20,"5,000s",PASSED
,,,,,,
Test Cases/DeleteAccountCompany,Chrome 68.0.3440.106,,2018-08-13 11:12:20,2018-08-13 11:12:22,"1,496s",PASSED
click,Chrome 68.0.3440.106,,2018-08-13 11:12:20,2018-08-13 11:12:21,"0,177s",PASSED
click,Chrome 68.0.3440.106,,2018-08-13 11:12:21,2018-08-13 11:12:21,"0,701s",PASSED
click,Chrome 68.0.3440.106,,2018-08-13 11:12:21,2018-08-13 11:12:22,"0,242s",PASSED
click,Chrome 68.0.3440.106,,2018-08-13 11:12:22,2018-08-13 11:12:22,"0,147s",PASSED
